policy_id,regime,seed,days,total_demand,completed_loads,unmet_demand,demand_fulfillment_rate,total_tco,total_tco_report_value,pm_cost,cm_cost,downtime_cost,degradation_cost,unmet_demand_cost,pm_count,cm_count,failure_count,total_downtime_hours,avg_truck_hi,avg_tire_hi,avg_engine_hi,avg_brake_hi,availability_rate,route_a_loads,route_b_loads,route_c_loads
H4,heterogeneous_condition,107,365,76650,76650,0,1.0,24542.936298,24542936.298,9507.0,9.6,14299.2,727.136298,0.0,3536,1,1,11916,0.733925,0.746648,0.765053,0.780303,0.961735,29568,26280,20802
H4,heterogeneous_condition,108,365,76650,76650,0,1.0,30167.856954,30167856.954,11552.0,19.2,17733.6,863.056954,0.0,4110,2,2,14778,0.705086,0.729395,0.76472,0.756414,0.951288,29568,26279,20803
H4,heterogeneous_condition,109,365,76650,76650,0,1.0,21949.582506,21949582.506,8514.5,0.0,12780.0,655.082506,0.0,3191,0,0,10650,0.714144,0.750479,0.771586,0.760319,0.965936,29565,26280,20805
H4,heterogeneous_condition,110,365,76650,76650,0,1.0,30448.771629,30448771.629,11809.5,48.0,17719.2,872.071629,0.0,4157,5,5,14766,0.699521,0.722086,0.750609,0.756674,0.95158,29577,26279,20794
H4,heterogeneous_condition,111,365,76650,76650,0,1.0,19774.65834,19774658.34,7593.0,0.0,11612.4,569.25834,0.0,2692,0,0,9677,0.705879,0.741262,0.734766,0.794037,0.968096,29565,26280,20805
H4,heterogeneous_condition,112,365,76650,76650,0,1.0,22174.66204,22174662.04,8468.5,0.0,13068.0,638.16204,0.0,3029,0,0,10890,0.722488,0.730599,0.762655,0.779159,0.9641,29565,26280,20805
H4,heterogeneous_condition,113,365,76650,76650,0,1.0,25005.64658,25005646.58,9605.5,0.0,14688.0,712.14658,0.0,3370,0,0,12240,0.721372,0.733556,0.780091,0.77281,0.959489,29565,26280,20805
H4,heterogeneous_condition,114,365,76650,76650,0,1.0,21931.72724,21931727.24,8408.5,0.0,12882.0,641.22724,0.0,3076,0,0,10735,0.711722,0.733655,0.754604,0.777667,0.965018,29565,26280,20805
H4,heterogeneous_condition,115,365,76650,76650,0,1.0,22150.704779,22150704.779,8464.0,0.0,13050.0,636.704779,0.0,3023,0,0,10875,0.737136,0.759412,0.76623,0.782532,0.964137,29565,26280,20805
H4,heterogeneous_condition,116,365,76650,76650,0,1.0,22866.877471,22866877.471,8799.0,0.0,13411.2,656.677471,0.0,3114,0,0,11176,0.708844,0.741231,0.749979,0.763504,0.963183,29565,26280,20805
H4,heterogeneous_condition,117,365,76650,76650,0,1.0,22206.413201,22206413.201,8520.0,0.0,13048.8,637.613201,0.0,3028,0,0,10874,0.733065,0.766366,0.770408,0.783605,0.964164,29565,26280,20805
H4,heterogeneous_condition,118,365,76650,76650,0,1.0,22985.803571,22985803.571,8893.0,0.0,13412.4,680.403571,0.0,3300,0,0,11177,0.715231,0.732489,0.777125,0.770521,0.964027,29565,26280,20805
H4,heterogeneous_condition,119,365,76650,76650,0,1.0,24188.082906,24188082.906,9248.0,0.0,14258.4,681.682906,0.0,3193,0,0,11882,0.705706,0.73931,0.736351,0.780913,0.96032,29565,26280,20805
H4,heterogeneous_condition,120,365,76650,76650,0,1.0,23009.65948,23009659.48,8860.0,0.0,13488.0,661.65948,0.0,3144,0,0,11240,0.710009,0.724041,0.777451,0.768733,0.963023,29565,26280,20805
H4,heterogeneous_condition,121,365,76650,76650,0,1.0,25062.444157,25062444.157,9683.5,0.0,14648.4,730.544157,0.0,3515,0,0,12207,0.725693,0.74205,0.768948,0.781417,0.960301,29565,26280,20805
H4,heterogeneous_condition,122,365,76650,76650,0,1.0,21743.849359,21743849.359,8404.0,0.0,12705.6,634.249359,0.0,3039,0,0,10588,0.717446,0.724352,0.756972,0.79012,0.965525,29565,26280,20805
H4,heterogeneous_condition,123,365,76650,76650,0,1.0,24643.673589,24643673.589,9487.5,0.0,14457.6,698.573589,0.0,3292,0,0,12048,0.709769,0.73254,0.764604,0.776506,0.960009,29565,26280,20805
H4,heterogeneous_condition,124,365,76650,76650,0,1.0,24688.943339,24688943.339,9492.0,0.0,14475.6,721.343339,0.0,3475,0,0,12063,0.72711,0.746382,0.770454,0.782186,0.960776,29565,26280,20805
H4,heterogeneous_condition,125,365,76650,76650,0,1.0,21575.471092,21575471.092,8322.0,0.0,12633.6,619.871092,0.0,2943,0,0,10528,0.737545,0.756176,0.781766,0.772425,0.965356,29565,26280,20805
H4,heterogeneous_condition,126,365,76650,76650,0,1.0,21191.104521,21191104.521,8101.0,0.0,12477.6,612.504521,0.0,2912,0,0,10398,0.726864,0.744116,0.760877,0.767765,0.965808,29565,26280,20805
H4,heterogeneous_condition,127,365,76650,76650,0,1.0,23465.085898,23465085.898,9066.5,0.0,13730.4,668.185898,0.0,3156,0,0,11442,0.702446,0.728104,0.771767,0.774497,0.962155,29565,26280,20805
H4,heterogeneous_condition,128,365,76650,76650,0,1.0,22966.601865,22966601.865,8776.5,0.0,13522.8,667.301865,0.0,3192,0,0,11269,0.708972,0.726144,0.759999,0.786424,0.96311,29565,26280,20805
H4,heterogeneous_condition,129,365,76650,76650,0,1.0,24451.073188,24451073.188,9436.5,0.0,14298.0,716.573188,0.0,3459,0,0,11915,0.737352,0.755266,0.765956,0.777458,0.961384,29565,26280,20805
H4,heterogeneous_condition,130,365,76650,76650,0,1.0,23379.502914,23379502.914,9059.0,0.0,13628.4,692.102914,0.0,3358,0,0,11357,0.708418,0.715278,0.775362,0.782258,0.963466,29565,26280,20805
H0,high_stress,101,365,76650,76650,0,1.0,32696.46896,32696468.96,11173.0,52.0,20625.8,845.66896,0.0,4060,5,5,15866,0.694521,0.720187,0.730794,0.763188,0.946105,28473,25547,22630
H0,high_stress,102,365,76650,76650,0,1.0,33710.89238,33710892.38,11576.5,20.8,21245.9,867.69238,0.0,4144,2,2,16343,0.695583,0.714733,0.73814,0.768711,0.944297,28472,25548,22630
H0,high_stress,103,365,76650,76646,4,0.999948,39791.47462,39791474.62,12445.5,1704.3,24668.8,964.87462,8.0,4308,160,160,18976,0.600174,0.616847,0.675992,0.67133,0.933744,28510,25506,22630
H0,high_stress,104,365,76650,76650,0,1.0,34249.995067,34249995.067,11709.0,31.2,21621.6,888.195067,0.0,4285,3,3,16632,0.683893,0.70475,0.749363,0.752553,0.943626,28473,25547,22630
H0,high_stress,105,365,76650,76650,0,1.0,34335.537664,34335537.664,11785.0,62.4,21606.0,882.137664,0.0,4208,6,6,16620,0.688101,0.702138,0.735563,0.736956,0.943342,28472,25548,22630
H0,high_stress,106,365,76650,76650,0,1.0,34073.295541,34073295.541,11796.0,31.2,21379.8,866.295541,0.0,4089,3,3,16446,0.698591,0.722614,0.756121,0.747291,0.94358,28472,25548,22630
H0,high_stress,107,365,76650,76650,0,1.0,34909.844671,34909844.671,11910.0,94.9,22002.5,902.444671,0.0,4344,9,9,16925,0.68659,0.729123,0.741698,0.717155,0.942584,28473,25547,22630
H0,high_stress,108,365,76650,76647,3,0.999961,41028.81883,41028818.83,12339.0,2269.8,25426.7,987.31883,6.0,4367,211,211,19559,0.605623,0.6574,0.639365,0.672091,0.93158,28503,25514,22630
H0,high_stress,109,365,76650,76650,0,1.0,32300.576447,32300576.447,11060.5,10.4,20390.5,839.176447,0.0,4060,1,1,15685,0.714326,0.734192,0.755321,0.756649,0.946913,28471,25549,22630
H0,high_stress,110,365,76650,76643,7,0.999909,43825.762185,43825762.185,12457.0,3432.0,26907.4,1015.362185,14.0,4288,319,319,20698,0.595227,0.639873,0.629685,0.64138,0.926516,28498,25515,22630
H0,high_stress,111,365,76650,76650,0,1.0,30368.666373,30368666.373,10461.0,0.0,19126.9,780.766373,0.0,3716,0,0,14713,0.717819,0.762752,0.760334,0.739837,0.949776,28470,25550,22630
H0,high_stress,112,365,76650,76650,0,1.0,33338.831501,33338831.501,11457.5,20.8,21005.4,855.131501,0.0,4062,2,2,16158,0.705533,0.734725,0.740153,0.765091,0.944767,28472,25548,22630
H0,high_stress,113,365,76650,76650,0,1.0,33882.307395,33882307.395,11594.5,41.6,21370.7,875.507395,0.0,4202,4,4,16439,0.704978,0.74014,0.719982,0.755081,0.944132,28473,25547,22630
H0,high_stress,114,365,76650,76650,0,1.0,32160.779376,32160779.376,11012.5,10.4,20304.7,833.179376,0.0,4007,1,1,15619,0.702562,0.721665,0.751315,0.759567,0.946977,28470,25550,22630
H0,high_stress,115,365,76650,76650,0,1.0,32574.494442,32574494.442,11193.5,0.0,20542.6,838.394442,0.0,3999,0,0,15802,0.714639,0.717601,0.772493,0.763046,0.946096,28470,25550,22630
H0,high_stress,116,365,76650,76650,0,1.0,32814.847357,32814847.357,11277.0,10.4,20681.7,845.747357,0.0,4047,1,1,15909,0.710288,0.734003,0.75277,0.747146,0.945831,28470,25550,22630
H0,high_stress,117,365,76650,76650,0,1.0,33447.328746,33447328.746,11507.0,0.0,21078.2,862.128746,0.0,4132,0,0,16214,0.709941,0.734325,0.745782,0.76577,0.944822,28470,25550,22630
H0,high_stress,118,365,76650,76649,1,0.999987,34259.191413,34259191.413,11717.0,74.1,21581.3,884.791413,2.0,4253,7,7,16601,0.663415,0.690314,0.755306,0.730237,0.943639,28471,25548,22630
H0,high_stress,119,365,76650,76650,0,1.0,34615.011591,34615011.591,11916.0,52.0,21764.6,882.411591,0.0,4163,5,5,16742,0.699926,0.722583,0.755579,0.731302,0.942575,28470,25550,22630
H0,high_stress,120,365,76650,76650,0,1.0,33091.163684,33091163.684,11385.0,20.8,20835.1,850.263684,0.0,4057,2,2,16027,0.714877,0.741412,0.755924,0.738013,0.945347,28472,25548,22630
H0,high_stress,121,365,76650,76649,1,0.999987,35238.872155,35238872.155,12038.0,104.0,22187.1,907.772155,2.0,4351,10,10,17067,0.679513,0.723965,0.721337,0.728103,0.941973,28472,25547,22630
H0,high_stress,122,365,76650,76650,0,1.0,32736.562946,32736562.946,11234.5,41.6,20618.0,842.462946,0.0,4023,4,4,15860,0.690699,0.706236,0.744636,0.755759,0.945959,28470,25550,22630
H0,high_stress,123,365,76650,76650,0,1.0,34524.345816,34524345.816,11903.0,31.2,21707.4,882.745816,0.0,4190,3,3,16698,0.695887,0.699562,0.751646,0.765782,0.94289,28472,25548,22630
H0,high_stress,124,365,76650,76649,1,0.999987,35501.283857,35501283.857,12119.5,83.2,22380.8,915.783857,2.0,4387,8,8,17216,0.695001,0.717847,0.712338,0.74542,0.941447,28475,25544,22630
H0,high_stress,125,365,76650,76650,0,1.0,32563.159664,32563159.664,11199.5,41.6,20486.7,835.359664,0.0,3979,4,4,15759,0.70749,0.755688,0.727299,0.770217,0.946219,28473,25547,22630
H0,high_stress,126,365,76650,76650,0,1.0,32293.145743,32293145.743,10983.5,20.8,20443.8,845.045743,0.0,4116,2,2,15726,0.702991,0.728933,0.752021,0.765478,0.946986,28471,25549,22630
H0,high_stress,127,365,76650,76650,0,1.0,34071.241853,34071241.853,11777.5,31.2,21392.8,869.741853,0.0,4123,3,3,16456,0.676686,0.701995,0.74454,0.75316,0.943689,28471,25549,22630
H0,high_stress,128,365,76650,76650,0,1.0,31928.084491,31928084.491,10970.0,10.4,20125.3,822.384491,0.0,3926,1,1,15481,0.709817,0.728739,0.760086,0.739304,0.947237,28471,25549,22630
H0,high_stress,129,365,76650,76650,0,1.0,34941.579304,34941579.304,11934.0,72.8,22032.4,902.379304,0.0,4332,7,7,16948,0.68747,0.706775,0.729751,0.756066,0.942416,28476,25544,22630
H0,high_stress,130,365,76650,76650,0,1.0,34185.892842,34185892.842,11703.0,41.6,21556.6,884.692842,0.0,4263,4,4,16582,0.694393,0.72523,0.744518,0.731094,0.943763,28470,25550,22630
H1,high_stress,101,365,76650,76650,0,1.0,31135.530392,31135530.392,10703.0,0.0,19615.7,816.830392,0.0,3801,0,0,15089,0.321908,0.342024,0.405566,0.426865,0.948447,32120,27375,17155
H1,high_stress,102,365,76650,76650,0,1.0,30596.576797,30596576.797,10468.0,0.0,19318.0,810.576797,0.0,3820,0,0,14860,0.314366,0.34923,0.418175,0.413622,0.94958,32120,27375,17155
H1,high_stress,103,365,76650,76650,0,1.0,33176.949685,33176949.685,11457.0,0.0,20852.0,867.949685,0.0,4069,0,0,16040,0.327407,0.371124,0.405422,0.418855,0.945329,32120,27375,17155
H1,high_stress,104,365,76650,76650,0,1.0,31208.054446,31208054.446,10730.0,0.0,19658.6,819.454446,0.0,3828,0,0,15122,0.30626,0.35819,0.425094,0.41142,0.94842,32120,27375,17155
H1,high_stress,105,365,76650,76650,0,1.0,33190.959134,33190959.134,11446.5,10.4,20865.0,869.059134,0.0,4079,1,1,16050,0.3091,0.356453,0.391733,0.449703,0.945333,32120,27375,17155
H1,high_stress,106,365,76650,76650,0,1.0,33308.567763,33308567.763,11493.5,10.4,20935.2,869.467763,0.0,4066,1,1,16104,0.310338,0.354362,0.423057,0.431438,0.945027,32120,27375,17155
H1,high_stress,107,365,76650,76650,0,1.0,32005.30692,32005306.92,11023.0,0.0,20139.6,842.70692,0.0,3979,0,0,15492,0.312542,0.356814,0.40909,0.433407,0.947425,32120,27375,17155
H1,high_stress,108,365,76650,76650,0,1.0,34492.273036,34492273.036,11822.5,20.8,21741.2,907.773036,0.0,4284,2,2,16724,0.305275,0.350644,0.367086,0.43948,0.943196,32120,27375,17155
H1,high_stress,109,365,76650,76650,0,1.0,30825.526432,30825526.432,10580.5,0.0,19431.1,813.926432,0.0,3835,0,0,14947,0.317392,0.334662,0.415575,0.450919,0.949256,32120,27375,17155
H1,high_stress,110,365,76650,76649,1,0.999987,37830.762138,37830762.138,12093.0,1188.2,23592.4,955.162138,2.0,4284,112,112,18148,0.200295,0.241475,0.318092,0.317506,0.937196,32120,27375,17154
H1,high_stress,111,365,76650,76650,0,1.0,30889.18379,30889183.79,10630.0,0.0,19448.0,811.18379,0.0,3793,0,0,14960,0.333311,0.381336,0.405291,0.426579,0.949,32120,27375,17155
H1,high_stress,112,365,76650,76650,0,1.0,32687.165278,32687165.278,11253.0,10.4,20567.3,856.465278,0.0,4008,1,1,15821,0.310718,0.337397,0.423368,0.409327,0.946055,32120,27375,17155
H1,high_stress,113,365,76650,76650,0,1.0,32386.151205,32386151.205,11152.5,10.4,20376.2,847.051205,0.0,3954,1,1,15674,0.332601,0.372827,0.408982,0.431588,0.946479,32120,27375,17155
H1,high_stress,114,365,76650,76650,0,1.0,32580.937352,32580937.352,11185.5,10.4,20527.0,858.037353,0.0,4041,1,1,15790,0.312149,0.390117,0.379034,0.4167,0.946347,32120,27375,17155
H1,high_stress,115,365,76650,76650,0,1.0,31064.762442,31064762.442,10655.0,0.0,19589.7,820.062442,0.0,3859,0,0,15069,0.329616,0.357534,0.407685,0.441978,0.948804,32120,27375,17155
H1,high_stress,116,365,76650,76650,0,1.0,32509.484641,32509484.641,11173.5,10.4,20471.1,854.484641,0.0,4011,1,1,15747,0.302985,0.329516,0.40975,0.417094,0.946411,32120,27375,17155
H1,high_stress,117,365,76650,76650,0,1.0,32723.848129,32723848.129,11220.5,10.4,20632.3,860.648129,0.0,4047,1,1,15871,0.333934,0.346962,0.421873,0.453826,0.946005,32120,27375,17155
H1,high_stress,118,365,76650,76650,0,1.0,34561.349099,34561349.099,11841.0,20.8,21788.0,911.549099,0.0,4310,2,2,16760,0.282173,0.332991,0.394413,0.378016,0.943151,32120,27375,17155
H1,high_stress,119,365,76650,76650,0,1.0,31965.939618,31965939.618,11024.0,0.0,20107.1,834.839618,0.0,3884,0,0,15467,0.327882,0.351415,0.432421,0.419286,0.9471,32120,27375,17155
H1,high_stress,120,365,76650,76650,0,1.0,32644.555332,32644555.332,11198.0,0.0,20586.8,859.755332,0.0,4047,0,0,15836,0.330461,0.391427,0.392242,0.420799,0.946164,32120,27375,17155
H1,high_stress,121,365,76650,76650,0,1.0,33475.764426,33475764.426,11519.0,0.0,21078.2,878.564426,0.0,4128,0,0,16214,0.304248,0.337914,0.390231,0.446135,0.944804,32120,27375,17155
H1,high_stress,122,365,76650,76650,0,1.0,33444.86506,33444865.06,11546.5,0.0,21026.2,872.16506,0.0,4066,0,0,16174,0.337998,0.401486,0.410268,0.386734,0.944703,32120,27375,17155
H1,high_stress,123,365,76650,76650,0,1.0,33547.479604,33547479.604,11551.5,0.0,21115.9,880.079604,0.0,4132,0,0,16243,0.304256,0.314709,0.41558,0.421661,0.944689,32120,27375,17155
H1,high_stress,124,365,76650,76650,0,1.0,34012.771544,34012771.544,11713.5,10.4,21398.0,890.871544,0.0,4183,1,1,16460,0.322893,0.371644,0.398027,0.413157,0.943936,32120,27375,17155
H1,high_stress,125,365,76650,76650,0,1.0,32243.36717,32243367.17,11127.5,0.0,20273.5,842.36717,0.0,3925,0,0,15595,0.303985,0.320874,0.440447,0.415865,0.946703,32120,27375,17155
H1,high_stress,126,365,76650,76650,0,1.0,32808.186981,32808186.981,11233.5,0.0,20706.4,868.286981,0.0,4115,0,0,15928,0.310246,0.340012,0.423725,0.412224,0.94605,32120,27375,17155
H1,high_stress,127,365,76650,76650,0,1.0,32156.943969,32156943.969,11090.5,20.8,20205.9,839.743969,0.0,3923,2,2,15543,0.326766,0.336769,0.426109,0.464283,0.946941,32120,27375,17155
H1,high_stress,128,365,76650,76650,0,1.0,30525.251685,30525251.685,10471.0,0.0,19247.8,806.451685,0.0,3795,0,0,14806,0.335956,0.371512,0.4244,0.407427,0.949712,32120,27375,17155
H1,high_stress,129,365,76650,76650,0,1.0,32977.809558,32977809.558,11282.5,10.4,20813.0,871.909558,0.0,4123,1,1,16010,0.316242,0.352563,0.417558,0.385817,0.945717,32120,27375,17155
H1,high_stress,130,365,76650,76650,0,1.0,31567.029493,31567029.493,10864.5,10.4,19862.7,829.429493,0.0,3895,1,1,15279,0.314365,0.353274,0.417978,0.429002,0.948014,32120,27375,17155
H2,high_stress,101,365,76650,76650,0,1.0,30892.426219,30892426.219,10614.0,0.0,19467.5,810.926219,0.0,3773,0,0,14975,0.315763,0.34738,0.413452,0.414833,0.94884,32120,27364,17166
H2,high_stress,102,365,76650,76650,0,1.0,30599.556022,30599556.022,10468.0,0.0,19320.6,810.956022,0.0,3822,0,0,14862,0.318384,0.372194,0.411801,0.392368,0.94958,32120,27371,17159
H2,high_stress,103,365,76650,76650,0,1.0,33179.066494,33179066.494,11458.0,0.0,20853.3,867.766494,0.0,4067,0,0,16041,0.322621,0.352748,0.423186,0.412696,0.945315,32120,27371,17159
H2,high_stress,104,365,76650,76650,0,1.0,31276.855121,31276855.121,10751.5,0.0,19704.1,821.255121,0.0,3839,0,0,15157,0.337381,0.381587,0.391441,0.442749,0.948315,32120,27373,17157
H2,high_stress,105,365,76650,76650,0,1.0,33012.973215,33012973.215,11390.0,0.0,20757.1,865.873215,0.0,4066,0,0,15967,0.299945,0.342243,0.405399,0.401718,0.945648,32120,27368,17162
H2,high_stress,106,365,76650,76650,0,1.0,33315.353911,33315353.911,11504.5,0.0,20940.4,870.453911,0.0,4072,0,0,16108,0.33176,0.382824,0.405776,0.405352,0.945032,32120,27375,17155
H2,high_stress,107,365,76650,76650,0,1.0,32059.141509,32059141.509,11026.5,20.8,20168.2,843.641509,0.0,3983,2,2,15514,0.317493,0.366387,0.412028,0.439873,0.947347,32120,27373,17157
H2,high_stress,108,365,76650,76650,0,1.0,34462.655104,34462655.104,11822.5,10.4,21723.0,906.755104,0.0,4278,1,1,16710,0.306701,0.348932,0.387494,0.422558,0.943228,32120,27374,17156
H2,high_stress,109,365,76650,76650,0,1.0,30837.733972,30837733.972,10577.0,10.4,19436.3,814.033972,0.0,3833,1,1,14951,0.320262,0.371344,0.408177,0.422046,0.949228,32120,27361,17169
H2,high_stress,110,365,76650,76650,0,1.0,37550.160771,37550160.771,12092.0,1071.2,23435.1,951.860771,0.0,4281,102,102,18027,0.21373,0.264338,0.319772,0.26297,0.937689,32120,27375,17155
H2,high_stress,111,365,76650,76650,0,1.0,30861.274523,30861274.523,10628.5,0.0,19423.3,809.474523,0.0,3782,0,0,14941,0.339394,0.372234,0.420487,0.435188,0.949037,32120,27367,17163
H2,high_stress,112,365,76650,76650,0,1.0,32646.57337,32646573.37,11245.5,0.0,20545.2,855.87337,0.0,4010,0,0,15804,0.3203,0.354223,0.41152,0.42523,0.946137,32120,27365,17165
H2,high_stress,113,365,76650,76650,0,1.0,32232.850446,32232850.446,11107.0,0.0,20282.6,843.250446,0.0,3939,0,0,15602,0.325732,0.352363,0.434279,0.430962,0.946735,32120,27371,17159
H2,high_stress,114,365,76650,76650,0,1.0,32504.170764,32504170.764,11164.0,10.4,20475.0,854.770764,0.0,4024,1,1,15750,0.32693,0.359556,0.408381,0.450811,0.946452,32120,27362,17168
H2,high_stress,115,365,76650,76650,0,1.0,31430.565299,31430565.299,10770.0,0.0,19830.2,830.365299,0.0,3914,0,0,15254,0.33504,0.394275,0.399984,0.424772,0.94821,32120,27375,17155
H2,high_stress,116,365,76650,76650,0,1.0,32541.193011,32541193.011,11184.5,10.4,20491.9,854.393011,0.0,4015,1,1,15763,0.327201,0.378098,0.410136,0.43787,0.946352,32120,27375,17155
H2,high_stress,117,365,76650,76650,0,1.0,32745.669584,32745669.584,11235.5,0.0,20647.9,862.269584,0.0,4053,0,0,15883,0.304023,0.344807,0.4095,0.413022,0.945973,32120,27364,17166
H2,high_stress,118,365,76650,76650,0,1.0,34478.030381,34478030.381,11804.5,31.2,21733.4,908.930381,0.0,4300,3,3,16718,0.295556,0.338384,0.401683,0.399743,0.943301,32120,27364,17166
H2,high_stress,119,365,76650,76650,0,1.0,31893.37678,31893376.78,10997.0,0.0,20062.9,833.47678,0.0,3879,0,0,15433,0.32475,0.356944,0.428009,0.41875,0.947233,32120,27371,17159
H2,high_stress,120,365,76650,76650,0,1.0,32632.029648,32632029.648,11188.5,10.4,20573.8,859.329648,0.0,4041,1,1,15826,0.312947,0.357307,0.413604,0.400796,0.946183,32120,27370,17160
H2,high_stress,121,365,76650,76650,0,1.0,33405.530392,33405530.392,11485.5,10.4,21032.7,876.930392,0.0,4116,1,1,16179,0.310446,0.347038,0.387649,0.411576,0.944913,32120,27369,17161
H2,high_stress,122,365,76650,76650,0,1.0,33495.070052,33495070.052,11562.5,0.0,21058.7,873.870052,0.0,4075,0,0,16199,0.333019,0.376475,0.393405,0.42206,0.94463,32120,27375,17155
H2,high_stress,123,365,76650,76650,0,1.0,33449.053357,33449053.357,11517.0,0.0,21054.8,877.253357,0.0,4117,0,0,16196,0.30893,0.360583,0.400421,0.411062,0.944836,32120,27364,17166
H2,high_stress,124,365,76650,76650,0,1.0,34181.104237,34181104.237,11754.5,31.2,21500.7,894.704237,0.0,4199,3,3,16539,0.313789,0.344193,0.426726,0.390922,0.943658,32120,27364,17166
H2,high_stress,125,365,76650,76650,0,1.0,32325.332528,32325332.528,11152.5,0.0,20328.1,844.732528,0.0,3938,0,0,15637,0.31474,0.368898,0.414781,0.414376,0.946571,32120,27375,17155
H2,high_stress,126,365,76650,76650,0,1.0,32797.938745,32797938.745,11221.0,10.4,20698.6,867.938745,0.0,4114,1,1,15922,0.303598,0.337296,0.407858,0.443193,0.946078,32120,27368,17162
H2,high_stress,127,365,76650,76650,0,1.0,31974.752941,31974752.941,11033.5,10.4,20094.1,836.752941,0.0,3909,1,1,15457,0.311624,0.344158,0.42088,0.400833,0.947265,32120,27371,17159
H2,high_stress,128,365,76650,76650,0,1.0,30322.325559,30322325.559,10395.0,0.0,19125.6,801.725559,0.0,3772,0,0,14712,0.332288,0.371042,0.398514,0.439076,0.950037,32120,27372,17158
H2,high_stress,129,365,76650,76650,0,1.0,33004.364668,33004364.668,11303.0,0.0,20828.6,872.764668,0.0,4128,0,0,16022,0.317285,0.348772,0.424245,0.380385,0.94568,32120,27369,17161
H2,high_stress,130,365,76650,76650,0,1.0,31286.449285,31286449.285,10769.5,0.0,19693.7,823.249285,0.0,3868,0,0,15149,0.320723,0.35894,0.398728,0.440627,0.948479,32120,27362,17168
H3,high_stress,101,365,76650,76650,0,1.0,32462.489725,32462489.725,11103.5,52.0,20468.5,838.489725,0.0,4016,5,5,15745,0.687509,0.722148,0.756533,0.718851,0.946457,32120,21900,22630
H3,high_stress,102,365,76650,76650,0,1.0,33220.629939,33220629.939,11412.0,20.8,20933.9,853.929939,0.0,4073,2,2,16103,0.718892,0.744324,0.732091,0.786279,0.945068,32120,21900,22630
H3,high_stress,103,365,76650,76649,1,0.999987,39336.774325,39336774.325,12430.0,1519.7,24427.0,958.074325,2.0,4309,143,143,18790,0.63302,0.662495,0.696996,0.701304,0.934521,32120,21899,22630
H3,high_stress,104,365,76650,76650,0,1.0,33869.926243,33869926.243,11580.0,20.8,21390.2,878.926243,0.0,4243,2,2,16454,0.695559,0.7335,0.745904,0.746128,0.944242,32120,21900,22630
H3,high_stress,105,365,76650,76650,0,1.0,34217.979772,34217979.772,11759.0,52.0,21529.3,877.679772,0.0,4183,5,5,16561,0.696946,0.720035,0.74793,0.743078,0.943493,32120,21900,22630
H3,high_stress,106,365,76650,76650,0,1.0,33893.594592,33893594.592,11735.5,20.8,21274.5,862.794592,0.0,4075,2,2,16365,0.683351,0.69397,0.764635,0.753205,0.943881,32120,21900,22630
H3,high_stress,107,365,76650,76650,0,1.0,34360.315408,34360315.408,11777.0,31.2,21663.2,888.915408,0.0,4285,3,3,16664,0.68724,0.711403,0.765101,0.735337,0.943479,32120,21900,22630
H3,high_stress,108,365,76650,76645,5,0.999935,41218.685332,41218685.332,12350.5,2355.6,25513.8,988.785332,10.0,4349,222,222,19626,0.584688,0.629813,0.649097,0.649672,0.931242,32120,21895,22630
H3,high_stress,109,365,76650,76650,0,1.0,32157.04196,32157041.96,10984.0,41.6,20296.9,834.54196,0.0,4026,4,4,15613,0.693453,0.720437,0.729838,0.769721,0.947105,32120,21900,22630
H3,high_stress,110,365,76650,76647,3,0.999961,42932.065416,42932065.416,12456.5,3055.0,26410.8,1003.765416,6.0,4288,285,285,20316,0.578378,0.644247,0.6422,0.639833,0.928105,32120,21897,22630
H3,high_stress,111,365,76650,76650,0,1.0,30324.602099,30324602.099,10429.5,20.8,19095.7,778.602099,0.0,3700,2,2,14689,0.698182,0.716557,0.766165,0.77551,0.949822,32120,21900,22630
H3,high_stress,112,365,76650,76650,0,1.0,32288.689821,32288689.821,11087.0,31.2,20342.4,828.089821,0.0,3927,3,3,15648,0.707352,0.751734,0.74778,0.744527,0.946484,32120,21900,22630
H3,high_stress,113,365,76650,76650,0,1.0,33740.493456,33740493.456,11545.5,41.6,21282.3,871.093456,0.0,4177,4,4,16371,0.71222,0.739141,0.751505,0.731146,0.944329,32120,21900,22630
H3,high_stress,114,365,76650,76650,0,1.0,32092.942948,32092942.948,10995.5,10.4,20256.6,830.442948,0.0,3986,1,1,15582,0.701266,0.722656,0.758475,0.75329,0.947046,32120,21900,22630
H3,high_stress,115,365,76650,76650,0,1.0,32457.597722,32457597.722,11137.5,20.8,20464.6,834.697722,0.0,3973,2,2,15742,0.696987,0.720943,0.748524,0.761667,0.94626,32120,21900,22630
H3,high_stress,116,365,76650,76650,0,1.0,32280.328176,32280328.176,11085.5,20.8,20342.4,831.628176,0.0,3973,2,2,15648,0.694982,0.723985,0.750458,0.748524,0.946689,32120,21900,22630
H3,high_stress,117,365,76650,76650,0,1.0,33120.987518,33120987.518,11348.0,62.4,20858.5,852.087518,0.0,4067,6,6,16045,0.689758,0.714181,0.725449,0.765416,0.945324,32120,21900,22630
H3,high_stress,118,365,76650,76650,0,1.0,33755.040809,33755040.809,11594.5,20.8,21268.0,871.740809,0.0,4196,2,2,16360,0.706142,0.728642,0.745142,0.768222,0.944457,32120,21900,22630
