policy_id,regime,seed,days,total_demand,completed_loads,unmet_demand,demand_fulfillment_rate,total_tco,total_tco_report_value,pm_cost,cm_cost,downtime_cost,degradation_cost,unmet_demand_cost,pm_count,pm_component_count,pm_tire,pm_engine,pm_brake,cm_count,cm_tire,cm_engine,cm_brake,failure_count,total_downtime_hours,avg_truck_hi,avg_tire_hi,avg_engine_hi,avg_brake_hi,avg_frailty,max_frailty,availability_rate,route_a_loads,route_b_loads,route_c_loads
H2,heterogeneous_condition,109,365,76650,76650,0,1.0,20101.618393,20101618.393,7759.5,0.0,11736.0,606.118393,0.0,2813,2823,1185,863,775,0,0,0,0,0,9780,0.316802,0.344974,0.420694,0.39337,0.909119,2.084195,0.968183,32120,27360,17170
H2,heterogeneous_condition,110,365,76650,76650,0,1.0,26632.734728,26632734.728,10249.5,0.0,15597.6,785.634728,0.0,3645,3672,1437,1192,1043,0,0,0,0,0,12998,0.31684,0.360471,0.410097,0.382831,1.167516,3.047173,0.957283,32120,27369,17161
H2,heterogeneous_condition,111,365,76650,76650,0,1.0,20257.640879,20257640.879,7775.0,0.0,11882.4,600.240879,0.0,2755,2761,1030,925,806,0,0,0,0,0,9902,0.306034,0.357734,0.401155,0.418289,0.89138,2.095381,0.967356,32120,27362,17168
H2,heterogeneous_condition,112,365,76650,76650,0,1.0,22568.6317,22568631.7,8700.5,0.0,13201.2,666.9317,0.0,3080,3093,1202,1046,845,0,0,0,0,0,11001,0.325761,0.357774,0.438753,0.410737,0.991605,2.415176,0.963822,32120,27360,17170
H2,heterogeneous_condition,113,365,76650,76650,0,1.0,22129.937768,22129937.768,8517.5,0.0,12960.0,652.437768,0.0,2998,3008,1137,1044,827,0,0,0,0,0,10800,0.314072,0.349016,0.421362,0.365153,0.969895,2.692642,0.964374,32120,27360,17170
H2,heterogeneous_condition,114,365,76650,76650,0,1.0,22073.184926,22073184.926,8514.0,0.0,12898.8,660.384926,0.0,3065,3077,1261,968,848,0,0,0,0,0,10749,0.30736,0.351746,0.380281,0.412508,0.993229,2.252138,0.964904,32120,27360,17170
H2,heterogeneous_condition,115,365,76650,76650,0,1.0,20722.01717,20722017.17,7953.0,0.0,12145.2,623.81717,0.0,2908,2918,1192,836,890,0,0,0,0,0,10121,0.34648,0.40068,0.428156,0.416747,0.935916,2.362907,0.967064,32120,27367,17163
H2,heterogeneous_condition,116,365,76650,76650,0,1.0,22275.556778,22275556.778,8616.5,0.0,12998.4,660.656778,0.0,3055,3067,1240,1046,781,0,0,0,0,0,10832,0.32758,0.3548,0.410922,0.415986,0.95815,1.862636,0.964489,32120,27374,17156
H2,heterogeneous_condition,117,365,76650,76650,0,1.0,21272.876948,21272876.948,8200.0,0.0,12433.2,639.676948,0.0,2984,2993,1250,895,848,0,0,0,0,0,10361,0.327273,0.351015,0.434943,0.424433,0.944106,2.713709,0.966311,32120,27360,17170
H2,heterogeneous_condition,118,365,76650,76650,0,1.0,25914.523614,25914523.614,9988.5,0.0,15170.4,755.623614,0.0,3480,3496,1301,1266,929,0,0,0,0,0,12642,0.307768,0.351357,0.414626,0.38646,1.087549,2.686366,0.95816,32120,27365,17165
H2,heterogeneous_condition,119,365,76650,76650,0,1.0,21833.98041,21833980.41,8352.0,0.0,12846.0,635.98041,0.0,2903,2912,991,1045,876,0,0,0,0,0,10705,0.32534,0.35656,0.45266,0.412959,0.945655,2.343004,0.964365,32120,27365,17165
H2,heterogeneous_condition,120,365,76650,76650,0,1.0,22495.098422,22495098.422,8618.0,9.6,13196.4,671.098422,0.0,3127,3136,1240,932,964,1,1,0,0,1,10997,0.332086,0.384688,0.436971,0.418238,1.001425,2.434457,0.964059,32120,27362,17168
H2,heterogeneous_condition,121,365,76650,76650,0,1.0,23746.361522,23746361.522,9154.5,0.0,13887.6,704.261522,0.0,3279,3284,1312,1067,905,0,0,0,0,0,11573,0.308511,0.342699,0.441481,0.390341,1.021615,3.391484,0.962119,32120,27367,17163
H2,heterogeneous_condition,122,365,76650,76650,0,1.0,22544.828683,22544828.683,8654.5,0.0,13221.6,668.728683,0.0,3086,3104,1190,993,921,0,0,0,0,0,11018,0.324196,0.370731,0.428474,0.369847,0.996644,2.514645,0.963772,32120,27365,17165
H2,heterogeneous_condition,123,365,76650,76650,0,1.0,23655.41248,23655412.48,9110.0,0.0,13845.6,699.81248,0.0,3241,3257,1275,1070,912,0,0,0,0,0,11538,0.316392,0.366201,0.437436,0.387086,1.029339,2.838985,0.962105,32120,27360,17170
H2,heterogeneous_condition,124,365,76650,76650,0,1.0,23948.829813,23948829.813,9260.0,0.0,13981.2,707.629813,0.0,3283,3294,1319,1123,852,0,0,0,0,0,11651,0.325239,0.345592,0.445449,0.393753,1.036929,2.830429,0.961781,32120,27360,17170
H2,heterogeneous_condition,125,365,76650,76650,0,1.0,22350.159951,22350159.951,8584.0,0.0,13116.0,650.159951,0.0,2967,2976,1039,1109,828,0,0,0,0,0,10930,0.33427,0.380862,0.422309,0.399873,0.973181,3.454216,0.96363,32120,27369,17161
H2,heterogeneous_condition,126,365,76650,76650,0,1.0,20917.630899,20917630.899,8097.0,0.0,12195.6,625.030899,0.0,2893,2907,1209,956,742,0,0,0,0,0,10163,0.328925,0.352126,0.422427,0.430266,0.944488,2.366325,0.966804,32120,27363,17167
H2,heterogeneous_condition,127,365,76650,76650,0,1.0,21653.272835,21653272.835,8375.0,0.0,12640.8,637.472835,0.0,2927,2940,1142,1064,734,0,0,0,0,0,10534,0.329629,0.395645,0.423833,0.396996,0.942635,2.523655,0.96526,32120,27366,17164
H2,heterogeneous_condition,128,365,76650,76650,0,1.0,20134.358706,20134358.706,7693.5,9.6,11835.6,595.658706,0.0,2726,2739,996,896,847,1,1,0,0,1,9863,0.33143,0.386113,0.434675,0.388759,0.896926,2.281344,0.967406,32120,27368,17162
H2,heterogeneous_condition,129,365,76650,76650,0,1.0,22720.445485,22720445.485,8748.0,0.0,13286.4,686.045485,0.0,3227,3236,1381,899,956,0,0,0,0,0,11072,0.341747,0.38967,0.440446,0.397981,1.00374,2.367916,0.964169,32120,27366,17164
H2,heterogeneous_condition,130,365,76650,76650,0,1.0,20968.640736,20968640.736,8116.5,0.0,12225.6,626.540736,0.0,2903,2913,1209,959,745,0,0,0,0,0,10188,0.308249,0.354481,0.42332,0.416457,0.909215,1.866523,0.966726,32120,27360,17170
H3,heterogeneous_condition,101,365,76650,76650,0,1.0,22146.125958,22146125.958,8538.0,0.0,12962.4,645.725958,0.0,3029,3091,1247,956,888,0,0,0,0,0,10802,0.710722,0.777987,0.743174,0.755381,0.937723,2.4518,0.964498,32120,21900,22630
H3,heterogeneous_condition,102,365,76650,76650,0,1.0,22024.056989,22024056.989,8645.0,0.0,12729.6,649.456989,0.0,3076,3144,1484,1018,642,0,0,0,0,0,10608,0.74416,0.77844,0.769314,0.784415,0.873249,2.345799,0.965603,32120,21900,22630
H3,heterogeneous_condition,103,365,76650,76650,0,1.0,28228.317146,28228317.146,10961.5,0.0,16460.4,806.417146,0.0,3676,3834,1504,1419,911,0,0,0,0,0,13717,0.712626,0.774545,0.761479,0.74943,0.992559,2.718937,0.954146,32120,21900,22630
H3,heterogeneous_condition,104,365,76650,76650,0,1.0,23983.914406,23983914.406,9260.5,0.0,14013.6,709.814406,0.0,3352,3445,1512,936,997,0,0,0,0,0,11678,0.728313,0.77516,0.76045,0.759806,0.94391,2.700947,0.961982,32120,21900,22630
H3,heterogeneous_condition,105,365,76650,76650,0,1.0,25383.061448,25383061.448,9818.5,0.0,14830.8,733.761448,0.0,3407,3508,1410,1169,929,0,0,0,0,0,12359,0.719651,0.76788,0.776367,0.734181,1.020715,2.576161,0.959114,32120,21900,22630
H3,heterogeneous_condition,106,365,76650,76650,0,1.0,23531.71738,23531717.38,9083.5,0.0,13784.4,663.81738,0.0,3046,3115,1092,1228,795,0,0,0,0,0,11487,0.723692,0.782475,0.747159,0.781899,0.982959,2.36643,0.961447,32120,21900,22630
H3,heterogeneous_condition,107,365,76650,76650,0,1.0,24453.138849,24453138.849,9477.0,0.0,14252.4,723.738849,0.0,3426,3517,1577,982,958,0,0,0,0,0,11877,0.714118,0.764784,0.774247,0.770095,0.96149,2.78374,0.961402,32120,21900,22630
H3,heterogeneous_condition,108,365,76650,76650,0,1.0,30031.253182,30031253.182,11529.5,0.0,17641.2,860.553182,0.0,3872,4097,1494,1356,1247,0,0,0,0,0,14701,0.709688,0.749356,0.743746,0.76433,1.128587,3.150683,0.950543,32120,21900,22630
H3,heterogeneous_condition,109,365,76650,76650,0,1.0,21851.979688,21851979.688,8474.5,0.0,12726.0,651.479688,0.0,3094,3169,1452,852,865,0,0,0,0,0,10605,0.732208,0.771703,0.761459,0.758324,0.909119,2.084195,0.965699,32120,21900,22630
H3,heterogeneous_condition,110,365,76650,76650,0,1.0,30284.236818,30284236.818,11799.0,0.0,17617.2,868.036818,0.0,3937,4145,1690,1521,934,0,0,0,0,0,14681,0.737514,0.792678,0.754208,0.760036,1.167516,3.047173,0.950932,32120,21900,22630
H3,heterogeneous_condition,111,365,76650,76650,0,1.0,19754.198892,19754198.892,7587.5,0.0,11599.2,567.498892,0.0,2642,2682,977,914,791,0,0,0,0,0,9666,0.731368,0.7603,0.765987,0.774841,0.89138,2.095381,0.967918,32120,21900,22630
H3,heterogeneous_condition,112,365,76650,76650,0,1.0,22125.790471,22125790.471,8454.0,0.0,13035.6,636.190471,0.0,2958,3018,1071,963,984,0,0,0,0,0,10863,0.727768,0.767685,0.774533,0.760521,0.991605,2.415176,0.9639,32120,21900,22630
H3,heterogeneous_condition,113,365,76650,76650,0,1.0,24940.386496,24940386.496,9576.0,0.0,14654.4,709.986496,0.0,3265,3354,1188,1190,976,0,0,0,0,0,12212,0.722498,0.748714,0.75551,0.766958,0.969895,2.692642,0.959142,32120,21900,22630
H3,heterogeneous_condition,114,365,76650,76650,0,1.0,21909.322012,21909322.012,8398.0,0.0,12872.4,638.922012,0.0,3000,3065,1205,892,968,0,0,0,0,0,10727,0.748088,0.791791,0.763065,0.776954,0.993229,2.252138,0.964717,32120,21900,22630
H3,heterogeneous_condition,115,365,76650,76650,0,1.0,22107.158302,22107158.302,8450.5,0.0,13021.2,635.458302,0.0,2950,3012,1066,969,977,0,0,0,0,0,10851,0.722088,0.779787,0.745693,0.777367,0.935916,2.362907,0.963918,32120,21900,22630
H3,heterogeneous_condition,116,365,76650,76650,0,1.0,22831.970317,22831970.317,8788.0,0.0,13389.6,654.370317,0.0,3031,3103,1149,1070,884,0,0,0,0,0,11158,0.733691,0.764861,0.765522,0.784899,0.95815,1.862636,0.962881,32120,21900,22630
H3,heterogeneous_condition,117,365,76650,76650,0,1.0,22144.748468,22144748.468,8497.5,0.0,13011.6,635.648468,0.0,2954,3013,1097,1009,907,0,0,0,0,0,10843,0.736055,0.773331,0.765084,0.765881,0.944106,2.713709,0.963968,32120,21900,22630
H3,heterogeneous_condition,118,365,76650,76650,0,1.0,22911.649536,22911649.536,8860.5,0.0,13374.0,677.149536,0.0,3220,3280,1439,920,921,0,0,0,0,0,11145,0.726147,0.769024,0.760089,0.771392,1.087549,2.686366,0.963808,32120,21900,22630
H3,heterogeneous_condition,119,365,76650,76650,0,1.0,24149.840583,24149840.583,9242.5,0.0,14227.2,680.140583,0.0,3084,3183,1018,1196,969,0,0,0,0,0,11856,0.718339,0.777762,0.759335,0.742046,0.945655,2.343004,0.959941,32120,21900,22630
H3,heterogeneous_condition,120,365,76650,76650,0,1.0,22915.29083,22915290.83,8820.5,0.0,13436.4,658.39083,0.0,3055,3124,1174,1065,885,0,0,0,0,0,11197,0.723679,0.775102,0.749462,0.755411,1.001425,2.434457,0.962817,32120,21900,22630
H3,heterogeneous_condition,121,365,76650,76650,0,1.0,24991.046051,24991046.051,9654.5,0.0,14608.8,727.746051,0.0,3413,3497,1437,1087,973,0,0,0,0,0,12174,0.722231,0.781596,0.760499,0.763934,1.021615,3.391484,0.959986,32120,21900,22630
H3,heterogeneous_condition,122,365,76650,76650,0,1.0,21697.74024,21697740.24,8387.5,0.0,12678.0,632.24024,0.0,2957,3027,1240,960,827,0,0,0,0,0,10565,0.731174,0.77415,0.747791,0.779804,0.996644,2.514645,0.96526,32120,21900,22630
H3,heterogeneous_condition,123,365,76650,76650,0,1.0,24596.685181,24596685.181,9472.5,0.0,14427.6,696.585181,0.0,3179,3278,1147,1234,897,0,0,0,0,0,12023,0.725358,0.757986,0.760024,0.766301,1.029339,2.838985,0.959607,32120,21900,22630
H3,heterogeneous_condition,124,365,76650,76650,0,1.0,24628.3372,24628337.2,9468.5,0.0,14440.8,719.0372,0.0,3368,3459,1394,1012,1053,0,0,0,0,0,12034,0.722967,0.783166,0.759065,0.763462,1.036929,2.830429,0.96042,32120,21900,22630
H3,heterogeneous_condition,125,365,76650,76650,0,1.0,21533.656955,21533656.955,8303.5,0.0,12612.0,618.156955,0.0,2869,2930,1109,1022,799,0,0,0,0,0,10510,0.742029,0.780975,0.765744,0.760732,0.973181,3.454216,0.96511,32120,21900,22630
H3,heterogeneous_condition,126,365,76650,76650,0,1.0,21144.046707,21144046.707,8082.5,0.0,12451.2,610.346707,0.0,2842,2899,1054,908,937,0,0,0,0,0,10376,0.722555,0.769857,0.748072,0.780577,0.944488,2.366325,0.965598,32120,21900,22630
H3,heterogeneous_condition,127,365,76650,76650,0,1.0,23391.2876,23391287.6,9036.0,0.0,13689.6,665.6876,0.0,3069,3139,1154,1177,808,0,0,0,0,0,11408,0.724098,0.758338,0.754051,0.757477,0.942635,2.523655,0.961922,32120,21900,22630
H3,heterogeneous_condition,128,365,76650,76650,0,1.0,22918.867247,22918867.247,8754.0,0.0,13500.0,664.867247,0.0,3111,3178,1193,937,1048,0,0,0,0,0,11250,0.741392,0.779405,0.753778,0.769975,0.896926,2.281344,0.962831,32120,21900,22630
H3,heterogeneous_condition,129,365,76650,76650,0,1.0,24328.165022,24328165.022,9393.0,0.0,14222.4,712.765022,0.0,3338,3436,1436,1014,986,0,0,0,0,0,11852,0.731142,0.776588,0.746972,0.787213,1.00374,2.367916,0.961114,32120,21900,22630
H3,heterogeneous_condition,130,365,76650,76650,0,1.0,23316.193722,23316193.722,9030.0,0.0,13597.2,688.993722,0.0,3259,3340,1478,946,916,0,0,0,0,0,11331,0.733512,0.768169,0.758672,0.785382,0.909215,1.866523,0.963132,32120,21900,22630
H4,heterogeneous_condition,101,365,76650,76650,0,1.0,22250.161129,22250161.129,8585.0,0.0,13016.4,648.761129,0.0,3060,3115,1276,957,882,0,0,0,0,0,10847,0.74235,0.782189,0.766288,0.789051,0.937723,2.4518,0.964438,29565,26280,20805
H4,heterogeneous_condition,102,365,76650,76650,0,1.0,22073.401306,22073401.306,8673.5,0.0,12747.6,652.301306,0.0,3106,3163,1513,1015,635,0,0,0,0,0,10623,0.734385,0.755371,0.785366,0.784948,0.873249,2.345799,0.965667,29565,26280,20805
H4,heterogeneous_condition,103,365,76650,76650,0,1.0,28271.422503,28271422.503,10981.5,9.6,16471.2,809.122503,0.0,3672,3851,1531,1413,907,1,1,0,0,1,13726,0.722893,0.749871,0.754469,0.781982,0.992559,2.718937,0.954087,29568,26280,20802
H4,heterogeneous_condition,104,365,76650,76650,0,1.0,24047.649189,24047649.189,9303.0,0.0,14031.6,713.049189,0.0,3369,3469,1544,935,990,0,0,0,0,0,11693,0.738437,0.782989,0.762462,0.794281,0.94391,2.700947,0.961982,29565,26280,20805
H4,heterogeneous_condition,105,365,76650,76650,0,1.0,25443.224055,25443224.055,9853.0,0.0,14853.6,736.624055,0.0,3416,3532,1443,1163,926,0,0,0,0,0,12378,0.733316,0.786387,0.763409,0.792195,1.020715,2.576161,0.959068,29565,26280,20805
H4,heterogeneous_condition,106,365,76650,76650,0,1.0,23588.965869,23588965.869,9117.0,0.0,13806.0,665.965869,0.0,3060,3133,1115,1228,790,0,0,0,0,0,11505,0.747476,0.771499,0.789517,0.78967,0.982959,2.36643,0.961429,29565,26280,20805
H4,heterogeneous_condition,107,365,76650,76650,0,1.0,24530.834005,24530834.005,9519.0,0.0,14284.8,727.034005,0.0,3454,3541,1613,982,946,0,0,0,0,0,11904,0.751574,0.778681,0.779471,0.783871,0.96149,2.78374,0.961406,29565,26280,20805
H4,heterogeneous_condition,108,365,76650,76650,0,1.0,30101.314312,30101314.312,11565.5,0.0,17672.4,863.414312,0.0,3880,4117,1525,1357,1235,0,0,0,0,0,14727,0.72195,0.770089,0.757321,0.747877,1.128587,3.150683,0.95047,29565,26280,20805
H4,heterogeneous_condition,109,365,76650,76650,0,1.0,21959.478801,21959478.801,8529.5,0.0,12775.2,654.778801,0.0,3109,3196,1483,854,859,0,0,0,0,0,10646,0.753353,0.773205,0.798151,0.797875,0.909119,2.084195,0.965575,29565,26280,20805
H4,heterogeneous_condition,110,365,76650,76650,0,1.0,30399.569842,30399569.842,11840.5,9.6,17677.2,872.269842,0.0,3959,4171,1725,1517,929,1,1,0,0,1,14731,0.727058,0.772767,0.764857,0.774561,1.167516,3.047173,0.950808,29568,26280,20802
H4,heterogeneous_condition,111,365,76650,76650,0,1.0,19811.701751,19811701.751,7616.5,0.0,11625.6,569.601751,0.0,2648,2700,1003,912,785,0,0,0,0,0,9688,0.7395,0.80139,0.775443,0.775135,0.89138,2.095381,0.967845,29565,26280,20805
H4,heterogeneous_condition,112,365,76650,76650,0,1.0,22184.293017,22184293.017,8480.5,0.0,13065.6,638.193017,0.0,2969,3034,1095,962,977,0,0,0,0,0,10888,0.743222,0.781037,0.779841,0.774813,0.991605,2.415176,0.963836,29565,26280,20805
H4,heterogeneous_condition,113,365,76650,76650,0,1.0,24986.619957,24986619.957,9608.5,0.0,14666.4,711.719957,0.0,3262,3372,1213,1190,969,0,0,0,0,0,12222,0.746471,0.763074,0.783042,0.796385,0.969895,2.692642,0.959082,29565,26280,20805
H4,heterogeneous_condition,114,365,76650,76650,0,1.0,21944.104031,21944104.031,8424.5,0.0,12878.4,641.204031,0.0,3009,3082,1231,890,961,0,0,0,0,0,10732,0.746316,0.788764,0.777354,0.781623,0.993229,2.252138,0.964726,29565,26280,20805
H4,heterogeneous_condition,115,365,76650,76650,0,1.0,22141.72481,22141724.81,8469.5,0.0,13035.6,636.62481,0.0,2953,3025,1090,968,967,0,0,0,0,0,10863,0.741705,0.78756,0.780061,0.771299,0.935916,2.362907,0.963877,29565,26280,20805
H4,heterogeneous_condition,116,365,76650,76650,0,1.0,22889.489151,22889489.151,8813.5,0.0,13419.6,656.389151,0.0,3051,3118,1173,1070,875,0,0,0,0,0,11183,0.742915,0.757996,0.791471,0.775432,0.95815,1.862636,0.962863,29565,26280,20805
H4,heterogeneous_condition,117,365,76650,76650,0,1.0,22201.307199,22201307.199,8523.5,0.0,13040.4,637.407199,0.0,2959,3029,1122,1008,899,0,0,0,0,0,10867,0.752038,0.784503,0.783385,0.778588,0.944106,2.713709,0.963886,29565,26280,20805
H4,heterogeneous_condition,118,365,76650,76650,0,1.0,22992.337378,22992337.378,8905.5,0.0,13406.4,680.437378,0.0,3219,3305,1471,919,915,0,0,0,0,0,11172,0.741312,0.775183,0.787589,0.783737,1.087549,2.686366,0.963676,29565,26280,20805
H4,heterogeneous_condition,119,365,76650,76650,0,1.0,24188.572749,24188572.749,9260.5,0.0,14246.4,681.672749,0.0,3106,3198,1042,1191,965,0,0,0,0,0,11872,0.739886,0.780864,0.747754,0.796758,0.945655,2.343004,0.959968,29565,26280,20805
H4,heterogeneous_condition,120,365,76650,76650,0,1.0,22990.001886,22990001.886,8864.5,0.0,13464.0,661.501886,0.0,3080,3147,1201,1065,881,0,0,0,0,0,11220,0.743023,0.771083,0.766991,0.786984,1.001425,2.434457,0.962822,29565,26280,20805
H4,heterogeneous_condition,121,365,76650,76650,0,1.0,25059.319584,25059319.584,9688.0,0.0,14641.2,730.119584,0.0,3396,3516,1465,1087,964,0,0,0,0,0,12201,0.741406,0.753382,0.784382,0.798033,1.021615,3.391484,0.95979,29565,26280,20805
H4,heterogeneous_condition,122,365,76650,76650,0,1.0,21743.722503,21743722.503,8413.5,0.0,12696.0,634.222503,0.0,2976,3043,1265,959,819,0,0,0,0,0,10580,0.739258,0.780188,0.766766,0.780989,0.996644,2.514645,0.965279,29565,26280,20805
H4,heterogeneous_condition,123,365,76650,76650,0,1.0,24647.714082,24647714.082,9497.5,0.0,14451.6,698.614082,0.0,3205,3296,1175,1230,891,0,0,0,0,0,12043,0.732572,0.774552,0.773104,0.778463,1.029339,2.838985,0.959639,29565,26280,20805
H4,heterogeneous_condition,124,365,76650,76650,0,1.0,24682.127665,24682127.665,9497.0,0.0,14463.6,721.527665,0.0,3361,3478,1423,1009,1046,0,0,0,0,0,12053,0.735939,0.775549,0.756287,0.799815,1.036929,2.830429,0.960311,29565,26280,20805
H4,heterogeneous_condition,125,365,76650,76650,0,1.0,21582.141992,21582141.992,8329.0,0.0,12633.6,619.541992,0.0,2888,2946,1132,1020,794,0,0,0,0,0,10528,0.756653,0.788967,0.781776,0.806693,0.973181,3.454216,0.96511,29565,26280,20805
H4,heterogeneous_condition,126,365,76650,76650,0,1.0,21202.275518,21202275.518,8115.0,0.0,12475.2,612.075518,0.0,2863,2917,1079,908,930,0,0,0,0,0,10396,0.749229,0.780508,0.795945,0.786282,0.944488,2.366325,0.965598,29565,26280,20805
H4,heterogeneous_condition,127,365,76650,76650,0,1.0,23467.184813,23467184.813,9080.5,0.0,13718.4,668.284813,0.0,3081,3161,1181,1179,801,0,0,0,0,0,11432,0.752323,0.770964,0.788605,0.776736,0.942635,2.523655,0.961858,29565,26280,20805
H4,heterogeneous_condition,128,365,76650,76650,0,1.0,22976.637552,22976637.552,8786.5,0.0,13522.8,667.337552,0.0,3113,3196,1218,937,1041,0,0,0,0,0,11269,0.734093,0.764681,0.772431,0.786355,0.896926,2.281344,0.962749,29565,26280,20805
H4,heterogeneous_condition,129,365,76650,76650,0,1.0,24457.142562,24457142.562,9448.5,0.0,14292.0,716.642562,0.0,3375,3462,1467,1018,977,0,0,0,0,0,11910,0.743862,0.759727,0.799397,0.772527,1.00374,2.367916,0.961018,29565,26280,20805
H4,heterogeneous_condition,130,365,76650,76650,0,1.0,23394.500668,23394500.668,9071.5,0.0,13630.8,692.200668,0.0,3282,3364,1512,945,907,0,0,0,0,0,11359,0.744336,0.784651,0.775263,0.790397,0.909215,1.866523,0.96311,29565,26280,20805
H0,high_stress,101,365,76650,76641,9,0.999883,42628.902956,42628902.956,12410.0,2891.2,26465.4,844.302956,18.0,1460,4380,1460,1460,1460,260,212,32,16,260,20358,0.727899,0.815563,0.831039,0.837399,0.94495,1.789128,0.914886,28293,25718,22630
H0,high_stress,102,365,76650,76640,10,0.99987,44512.788568,44512788.568,12410.0,3636.1,27579.5,867.188568,20.0,1460,4380,1460,1460,1460,319,188,38,93,319,21215,0.736458,0.802071,0.83995,0.865599,0.943556,1.737806,0.911242,28324,25686,22630
H0,high_stress,103,365,76650,76641,9,0.999883,48010.982311,48010982.311,12410.0,5175.3,29450.2,957.482311,18.0,1460,4380,1460,1460,1460,417,243,157,17,417,22654,0.701263,0.789034,0.793907,0.864868,0.997821,1.916314,0.905105,28344,25667,22630
H0,high_stress,104,365,76650,76639,11,0.999856,43661.303241,43661303.241,12410.0,3320.2,27028.3,880.803241,22.0,1460,4380,1460,1460,1460,297,230,37,30,297,20791,0.728553,0.771499,0.864199,0.853545,0.957645,1.907839,0.913073,28315,25694,22630
H0,high_stress,105,365,76650,76636,14,0.999817,45434.508797,45434508.797,12410.0,4069.0,28034.5,893.008797,28.0,1460,4380,1460,1460,1460,343,221,88,34,343,21565,0.698903,0.791909,0.765708,0.861216,1.00073,1.848704,0.909749,28322,25684,22630
H0,high_stress,106,365,76650,76647,3,0.999961,42150.483369,42150483.369,12410.0,2648.1,26217.1,869.283369,6.0,1460,4380,1460,1460,1460,204,102,101,1,204,20167,0.712784,0.814386,0.779064,0.847955,0.994688,1.747836,0.915502,28287,25730,22630
H0,high_stress,107,365,76650,76641,9,0.999883,46086.099004,46086099.004,12410.0,4345.9,28406.3,905.899004,18.0,1460,4380,1460,1460,1460,395,290,26,79,395,21851,0.712266,0.785552,0.818467,0.879452,0.972834,1.946739,0.90868,28309,25702,22630
H0,high_stress,108,365,76650,76634,16,0.999791,48597.140577,48597140.577,12410.0,5404.1,29771.3,979.740577,32.0,1460,4380,1460,1460,1460,470,322,83,65,470,22901,0.655337,0.706911,0.788111,0.831989,1.054453,2.116225,0.904228,28339,25665,22630
H0,high_stress,109,365,76650,76640,10,0.99987,41178.237451,41178237.451,12410.0,2268.5,25645.1,834.637451,20.0,1460,4380,1460,1460,1460,211,190,12,9,211,19727,0.757459,0.793269,0.866781,0.883018,0.947255,1.608784,0.917543,28316,25694,22630
H0,high_stress,110,365,76650,76637,13,0.99983,51980.195474,51980195.474,12410.0,6848.4,31683.6,1012.195474,26.0,1460,4380,1460,1460,1460,561,324,181,56,561,24372,0.670326,0.736675,0.756077,0.838776,1.097465,2.06887,0.897927,28346,25661,22630
H0,high_stress,111,365,76650,76644,6,0.999922,39504.992504,39504992.504,12410.0,1531.4,24767.6,783.992504,12.0,1460,4380,1460,1460,1460,122,61,47,14,122,19052,0.782627,0.827374,0.859671,0.887134,0.935369,1.614375,0.920215,28226,25788,22630
H0,high_stress,112,365,76650,76645,5,0.999935,43189.173363,43189173.363,12410.0,3114.8,26800.8,853.573363,10.0,1460,4380,1460,1460,1460,267,181,58,28,267,20616,0.713102,0.839112,0.805174,0.854282,0.992893,1.771454,0.913735,28355,25660,22630
H0,high_stress,113,365,76650,76640,10,0.99987,42089.435312,42089435.312,12410.0,2648.1,26141.7,869.635312,20.0,1460,4380,1460,1460,1460,236,195,36,5,236,20109,0.730547,0.798789,0.818372,0.867893,0.979757,1.548512,0.915913,28324,25686,22630
H0,high_stress,114,365,76650,76643,7,0.999909,40603.07317,40603073.17,12410.0,2011.1,25327.9,840.07317,14.0,1460,4380,1460,1460,1460,186,160,11,15,186,19483,0.71794,0.772264,0.874005,0.826714,0.996107,1.692016,0.918539,28323,25690,22630
H0,high_stress,115,365,76650,76647,3,0.999961,39303.235381,39303235.381,12410.0,1437.8,24607.7,841.735381,6.0,1460,4380,1460,1460,1460,128,97,17,14,128,18929,0.694977,0.775645,0.841035,0.880854,0.961958,1.746125,0.920804,28277,25740,22630
H0,high_stress,116,365,76650,76645,5,0.999935,42112.954579,42112954.579,12410.0,2633.8,26198.9,860.254579,10.0,1460,4380,1460,1460,1460,227,146,43,38,227,20153,0.71752,0.806434,0.815074,0.863591,0.985376,1.61001,0.915667,28300,25715,22630
H0,high_stress,117,365,76650,76647,3,0.999961,42328.324864,42328324.864,12410.0,2756.0,26288.6,867.724864,6.0,1460,4380,1460,1460,1460,248,199,29,20,248,20222,0.727042,0.772127,0.842928,0.870706,0.999195,1.913852,0.915447,28269,25748,22630
H0,high_stress,118,365,76650,76638,12,0.999843,43850.673165,43850673.165,12410.0,3390.4,27133.6,892.673165,24.0,1460,4380,1460,1460,1460,312,251,17,44,312,20872,0.666425,0.750059,0.759811,0.869994,1.056694,1.94456,0.912776,28329,25679,22630
H0,high_stress,119,365,76650,76645,5,0.999935,42135.070003,42135070.003,12410.0,2605.2,26226.2,883.670003,10.0,1460,4380,1460,1460,1460,218,105,49,64,218,20174,0.756915,0.853188,0.804697,0.839578,0.965527,1.736446,0.91553,28287,25728,22630
H0,high_stress,120,365,76650,76641,9,0.999883,41905.535906,41905535.906,12410.0,2564.9,26055.9,856.735906,18.0,1460,4380,1460,1460,1460,222,163,46,13,222,20043,0.737777,0.818732,0.820569,0.869606,1.002072,1.780767,0.916146,28255,25756,22630
